gene_name	query	indication_meshId	indication_meshName	clinical_success
MMP13	[MASK] is a promising drug target for the treatment of hepatitis c.	D006526	Hepatitis C	0
MMP14	[MASK] is a promising drug target for the treatment of hepatitis c.	D006526	Hepatitis C	0
MMP2	[MASK] is a promising drug target for the treatment of hepatitis c.	D006526	Hepatitis C	0
MMP3	[MASK] is a promising drug target for the treatment of hepatitis c.	D006526	Hepatitis C	0
MMP8	[MASK] is a promising drug target for the treatment of hepatitis c.	D006526	Hepatitis C	0
MMP9	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
MMP9	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	0
MMP9	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
MMP9	[MASK] is a promising drug target for the treatment of crohn disease.	D003424	Crohn Disease	0
MMP9	[MASK] is a promising drug target for the treatment of cystic fibrosis.	D003550	Cystic Fibrosis	0
MMP9	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
MMP9	[MASK] is a promising drug target for the treatment of hepatitis c.	D006526	Hepatitis C	0
MMP9	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
MMP9	[MASK] is a promising drug target for the treatment of pancreatic neoplasms.	D010190	Pancreatic Neoplasms	0
MMP9	[MASK] is a promising drug target for the treatment of pterygium.	D011625	Pterygium	0
MMP9	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	0
MMP9	[MASK] is a promising drug target for the treatment of dry eye syndromes.	D015352	Dry Eye Syndromes	0
MMP9	[MASK] is a promising drug target for the treatment of chronic obstructive pulmonary disease.	D029424	Pulmonary Disease, Chronic Obstructive	0
MPL	[MASK] is a promising drug target for the treatment of aplastic anemia.	D000741	Anemia, Aplastic	1
MPL	[MASK] is a promising drug target for the treatment of thrombocytopenia.	D013921	Thrombocytopenia	1
MPL	[MASK] is a promising drug target for the treatment of idiopathic thrombocytopenic purpura.	D016553	Purpura, Thrombocytopenic, Idiopathic	1
MPO	[MASK] is a promising drug target for the treatment of healthcare-associated pneumonia.	D000077299	Healthcare-Associated Pneumonia	0
MPO	[MASK] is a promising drug target for the treatment of infections.	D007239	Infections	0
MPO	[MASK] is a promising drug target for the treatment of parkinson disease.	D010300	Parkinson Disease	0
MPO	[MASK] is a promising drug target for the treatment of urinary tract infections.	D014552	Urinary Tract Infections	0
MPO	[MASK] is a promising drug target for the treatment of multiple system atrophy.	D019578	Multiple System Atrophy	0
MS4A1	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	1
MS4A1	[MASK] is a promising drug target for the treatment of hodgkin disease.	D006689	Hodgkin Disease	1
MS4A1	[MASK] is a promising drug target for the treatment of inflammation.	D007249	Inflammation	1
MS4A1	[MASK] is a promising drug target for the treatment of leukemia.	D007938	Leukemia	0
MS4A1	[MASK] is a promising drug target for the treatment of follicular lymphoma.	D008224	Lymphoma, Follicular	1
MS4A1	[MASK] is a promising drug target for the treatment of non-hodgkin lymphoma.	D008228	Lymphoma, Non-Hodgkin	1
MS4A1	[MASK] is a promising drug target for the treatment of lymphoproliferative disorders.	D008232	Lymphoproliferative Disorders	1
MS4A1	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
MS4A1	[MASK] is a promising drug target for the treatment of pemphigus.	D010392	Pemphigus	1
MS4A1	[MASK] is a promising drug target for the treatment of vasculitis.	D014657	Vasculitis	1
MS4A1	[MASK] is a promising drug target for the treatment of granulomatosis with polyangiitis.	D014890	Granulomatosis with Polyangiitis	1
MS4A1	[MASK] is a promising drug target for the treatment of b-cell chronic lymphocytic leukemia.	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	1
MS4A1	[MASK] is a promising drug target for the treatment of b-cell lymphoma.	D016393	Lymphoma, B-Cell	1
MS4A1	[MASK] is a promising drug target for the treatment of diffuse large b-cell lymphoma.	D016403	Lymphoma, Large B-Cell, Diffuse	1
MS4A1	[MASK] is a promising drug target for the treatment of idiopathic thrombocytopenic purpura.	D016553	Purpura, Thrombocytopenic, Idiopathic	1
MS4A1	[MASK] is a promising drug target for the treatment of mantle-cell lymphoma.	D020522	Lymphoma, Mantle-Cell	1
MS4A1	[MASK] is a promising drug target for the treatment of microscopic polyangiitis.	D055953	Microscopic Polyangiitis	1
MST1R	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
MST1R	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
MST1R	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
MST1R	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	0
MST1R	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	0
MST1R	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
MSTN	[MASK] is a promising drug target for the treatment of cachexia.	D002100	Cachexia	0
MSTN	[MASK] is a promising drug target for the treatment of myositis.	D009220	Myositis	0
MSTN	[MASK] is a promising drug target for the treatment of duchenne muscular dystrophy.	D020388	Muscular Dystrophy, Duchenne	0
MSTN	[MASK] is a promising drug target for the treatment of sarcopenia.	D055948	Sarcopenia	0
MTM1	[MASK] is a promising drug target for the treatment of congenital structural myopathies.	D020914	Myopathies, Structural, Congenital	0
MTNR1A	[MASK] is a promising drug target for the treatment of glaucoma.	D005901	Glaucoma	0
MTNR1A	[MASK] is a promising drug target for the treatment of sleep initiation and maintenance disorders.	D007319	Sleep Initiation and Maintenance Disorders	1
MTNR1A	[MASK] is a promising drug target for the treatment of sleep wake disorders.	D012893	Sleep Wake Disorders	1
MTNR1A	[MASK] is a promising drug target for the treatment of mucositis.	D052016	Mucositis	0
MTNR1B	[MASK] is a promising drug target for the treatment of glaucoma.	D005901	Glaucoma	0
MTNR1B	[MASK] is a promising drug target for the treatment of sleep initiation and maintenance disorders.	D007319	Sleep Initiation and Maintenance Disorders	1
MTNR1B	[MASK] is a promising drug target for the treatment of sleep wake disorders.	D012893	Sleep Wake Disorders	1
MTNR1B	[MASK] is a promising drug target for the treatment of mucositis.	D052016	Mucositis	0
MTOR	[MASK] is a promising drug target for the treatment of covid-19.	D000086382	COVID-19	0
MTOR	[MASK] is a promising drug target for the treatment of anus neoplasms.	D001005	Anus Neoplasms	0
MTOR	[MASK] is a promising drug target for the treatment of bile duct neoplasms.	D001650	Bile Duct Neoplasms	0
MTOR	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
MTOR	[MASK] is a promising drug target for the treatment of gout.	D006073	Gout	0
MTOR	[MASK] is a promising drug target for the treatment of graft rejection.	D006084	Graft Rejection	0
MTOR	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
MTOR	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
MTOR	[MASK] is a promising drug target for the treatment of leigh disease.	D007888	Leigh Disease	0
MTOR	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
MTOR	[MASK] is a promising drug target for the treatment of follicular lymphoma.	D008224	Lymphoma, Follicular	0
MTOR	[MASK] is a promising drug target for the treatment of macular edema.	D008269	Macular Edema	0
MTOR	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
MTOR	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
MTOR	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
MTOR	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
MTOR	[MASK] is a promising drug target for the treatment of parkinson disease.	D010300	Parkinson Disease	0
MTOR	[MASK] is a promising drug target for the treatment of peritoneal neoplasms.	D010534	Peritoneal Neoplasms	0
MTOR	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
MTOR	[MASK] is a promising drug target for the treatment of respiratory tract infections.	D012141	Respiratory Tract Infections	0
MTOR	[MASK] is a promising drug target for the treatment of skin diseases.	D012871	Skin diseases	0
MTOR	[MASK] is a promising drug target for the treatment of skin neoplasms.	D012878	Skin Neoplasms	0
MTOR	[MASK] is a promising drug target for the treatment of tuberous sclerosis.	D014402	Tuberous Sclerosis	1
MTOR	[MASK] is a promising drug target for the treatment of uveitis.	D014605	Uveitis	1
MTOR	[MASK] is a promising drug target for the treatment of b-cell chronic lymphocytic leukemia.	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	0
MTOR	[MASK] is a promising drug target for the treatment of bcr-abl positive chronic myelogenous leukemia.	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	0
MTOR	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	0
MTOR	[MASK] is a promising drug target for the treatment of chronic myelomonocytic leukemia.	D015477	Leukemia, Myelomonocytic, Chronic	0
MTOR	[MASK] is a promising drug target for the treatment of b-cell lymphoma.	D016393	Lymphoma, B-Cell	0
MTOR	[MASK] is a promising drug target for the treatment of cutaneous t-cell lymphoma.	D016410	Lymphoma, T-Cell, Cutaneous	0
MTOR	[MASK] is a promising drug target for the treatment of lymphangioleiomyomatosis.	D018192	Lymphangioleiomyomatosis	1
MTOR	[MASK] is a promising drug target for the treatment of basal cell neoplasms.	D018295	Neoplasms, Basal Cell	0
MTOR	[MASK] is a promising drug target for the treatment of hematologic neoplasms.	D019337	Hematologic Neoplasms	0
MTOR	[MASK] is a promising drug target for the treatment of mantle-cell lymphoma.	D020522	Lymphoma, Mantle-Cell	0
MTOR	[MASK] is a promising drug target for the treatment of coronary restenosis.	D023903	Coronary Restenosis	1
MTOR	[MASK] is a promising drug target for the treatment of lymphatic abnormalities.	D044148	Lymphatic Abnormalities	1
MTOR	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0
MTOR	[MASK] is a promising drug target for the treatment of perivascular epithelioid cell neoplasms.	D054973	Perivascular Epithelioid Cell Neoplasms	1
MTOR	[MASK] is a promising drug target for the treatment of wet macular degeneration.	D057135	Wet Macular Degeneration	0
MTTP	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
MTTP	[MASK] is a promising drug target for the treatment of hyperlipidemias.	D006949	Hyperlipidemias	0
MTTP	[MASK] is a promising drug target for the treatment of obesity.	D009765	Obesity	0
MUC1	[MASK] is a promising drug target for the treatment of brain neoplasms.	D001932	Brain Neoplasms	0
MUC1	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
MUC1	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	0
MUC1	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
MUC1	[MASK] is a promising drug target for the treatment of fallopian tube neoplasms.	D005185	Fallopian Tube Neoplasms	0
MUC1	[MASK] is a promising drug target for the treatment of glioblastoma.	D005909	Glioblastoma	0
MUC1	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
MUC1	[MASK] is a promising drug target for the treatment of medulloblastoma.	D008527	Medulloblastoma	0
MUC1	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
MUC1	[MASK] is a promising drug target for the treatment of pancreatic neoplasms.	D010190	Pancreatic Neoplasms	0
MUC1	[MASK] is a promising drug target for the treatment of peritoneal neoplasms.	D010534	Peritoneal Neoplasms	0
MUC1	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	0
MUC1	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
MUC1	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	0
MYC	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
MYC	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
MYC	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
MYC	[MASK] is a promising drug target for the treatment of non-hodgkin lymphoma.	D008228	Lymphoma, Non-Hodgkin	0
MYC	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
MYC	[MASK] is a promising drug target for the treatment of multiple myeloma.	D009101	Multiple Myeloma	0
MYC	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
MYC	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
MYC	[MASK] is a promising drug target for the treatment of diffuse large b-cell lymphoma.	D016403	Lymphoma, Large B-Cell, Diffuse	0
MYC	[MASK] is a promising drug target for the treatment of neuroendocrine tumors.	D018358	Neuroendocrine Tumors	0
MYC	[MASK] is a promising drug target for the treatment of coronary restenosis.	D023903	Coronary Restenosis	0
MYD88	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	1
MYO7A	[MASK] is a promising drug target for the treatment of usher syndromes.	D052245	Usher Syndromes	0
NAGLU	[MASK] is a promising drug target for the treatment of mucopolysaccharidosis iii.	D009084	Mucopolysaccharidosis III	0
NCL	[MASK] is a promising drug target for the treatment of urinary bladder neoplasms.	D001749	Urinary Bladder Neoplasms	0
NCL	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
NCL	[MASK] is a promising drug target for the treatment of lung neoplasms.	D008175	Lung Neoplasms	0
